human,continue,explain,create
0.019696969696969695,0.0229555236728837,0.0227920227920227,0.018998272884283247
0.01904761904761905,0.00303951367781155,0.004665629860031105,0.003105590062111801
0.0128331688055281,0.018957345971563982,0.005161290322580645,0.0013351134846461949
0.004524886877828055,0.035023041474654376,0.0029498525073746312,0.01740139211136891
0.007032348804500703,0.024311183144246355,0.0014005602240896,0.0070921985815602835
0.018744906275468622,0.020869565217391306,0.015513126491646777,0.01301775147928994
0.007049345417925478,0.007007007007007007,0.004909983633387889,0.009873060648801129
0.015151515151515152,0.001221001221001221,0.01276595744680851,0.0038119440914866584
0.00558659217877095,0.0013605442176870747,0.005376344086021506,0.0056657223796034
0.006273525721455458,0.00927357032457496,0.008917197452229299,0.024296675191815855
0.0021482277121374865,0.002680965147453083,0.0023584905660377,0.0016155088852988692
0.008090614886731391,0.0015337423312883436,0.009472259810554804,0.01834862385321101
0.012206572769953052,0.0088495575221238,0.002982107355864811,0.008426966292134831
0.008321775312066574,,0.0026954177897574125,0.0034482758620689655
0.0034602076124567475,,0.0030211480362537764,0.005
0.009267840593141797,0.010174418604651164,0.0015455950540958269,0.0149812734082397
0.009749303621169917,0.008561643835616438,0.006983240223463687,0.011940298507462687
0.013138686131386862,0.024725274725274724,0.005788712011577424,
0.0030272452068617,0.014054054054054,0.001076426264800861,0.0105401844532279
0.0033149171270718232,0.002317497103128621,0.004594180704441042,0.006589785831960461
0.0033482142857142855,,,0.0027137042062415195
0.01088139281828074,0.0030959752321981426,0.0045045045045045045,0.011764705882352941
0.012121212121212121,0.0012674271229404308,0.007722007722007722,0.006802721088435374
0.0041459369817578775,0.011126564673157162,,0.0047694753577106515
0.014754098360655738,0.011508951406649617,0.010484927916120577,0.01728395061728395
0.005931198102016607,0.006279434850863423,0.004615384615384616,0.01056338028169014
0.01627906976744186,0.004914004914004914,0.0049079754601227,0.010057471264367816
0.017723880597014924,0.0016313213703099511,0.006423982869379015,0.0019704433497536
0.03775510204081633,0.014925373134328358,0.009933774834437087,0.009887005649717515
0.012688342585249802,0.0017730496453900709,0.005517241379310344,0.010014306151645207
0.012601260126012601,0.0047619047619047,0.003051881993896236,0.0013831258644536654
0.007267441860465116,0.012448132780082987,0.0029239766081871343,0.005649717514124294
0.0043975373790677225,0.003676470588235294,0.004784688995215311,0.003579952267303103
0.022658610271903322,0.002962962962962963,0.020028612303290415,0.0013986013986013986
0.004801920768307323,0.0031847133757961785,0.00430416068866571,0.0015313935681470138
0.028070175438596492,0.013223140495867768,0.0213089802130898,0.0216894977168949
0.010231923601637109,,0.006482982171799027,0.001176470588235294
0.026515151515151516,0.0016260162601626016,0.013311148086522463,
0.006443298969072165,0.014858841010401188,0.009345794392523364,0.008021390374331552
0.014475271411338963,,0.016352201257861635,0.010309278350515464
0.007722007722007722,0.028148148148148148,0.0013440860215053765,0.013513513513513514
0.0107095046854083,0.012162162162162163,0.01174934725848564,0.013311148086522463
0.011326860841423949,0.011644832605531296,0.0058997050147492625,0.001652892561983471
0.007974481658692184,0.00410958904109589,0.006675567423230975,0.0093833780160857
0.03033980582524272,0.004431314623338257,0.015789473684210527,0.0210016155088853
0.008567931456548347,0.004724409448818898,0.0062266500622665,0.019736842105263157
0.020706455542021926,0.01957831325301205,,0.00945945945945946
0.02092511013215859,0.012718600953895072,0.0038167938931297,0.004081632653061225
