human,continue,explain,create
0.06305170239596469,0.11504424778761062,0.0903010033444816,0.13897280966767372
0.06468716861081654,0.11126373626373626,0.11644657863145258,0.0951048951048951
0.09389671361502347,0.14376996805111822,0.10635696821515893,0.11292719167904904
0.09103260869565218,0.09882747068676717,0.09166666666666666,0.09922480620155039
0.025386313465783666,0.06239737274220033,0.0593607305936073,0.08163265306122448
0.07515337423312883,0.10620915032679738,0.05956112852664577,0.09238249594813615
0.04143646408839779,0.1254125412541254,0.09883720930232558,0.11363636363636363
0.043356643356643354,0.0940032414910859,0.10947712418300654,0.1295774647887324
0.0916030534351145,0.09549071618037135,0.13604488078541374,0.12613981762917933
0.04987531172069826,0.11855670103092783,0.10600255427841634,0.08702064896755163
0.05256723716381418,0.10612855007473841,0.09447674418604651,0.10310734463276836
0.06403940886699508,0.11495673671199011,0.10014947683109118,0.09871244635193133
0.06965174129353234,0.08709175738724728,0.08656330749354005,0.07920792079207921
0.05457227138643068,0.15559157212317667,0.08319738988580751,0.12788906009244994
0.044416243654822336,0.08450704225352113,0.064343163538874,0.10286458333333333
0.06418485237483953,0.1423841059602649,0.08951048951048951,0.075177304964539
0.07701019252548132,0.09399075500770417,0.11010362694300518,0.0967238689547582
0.07307692307692308,0.10856269113149847,0.057926829268292686,0.12366412213740458
0.042328042328042326,0.10244470314318975,0.05355064027939464,0.10136674259681093
0.05756207674943566,0.10725552050473186,0.08333333333333333,0.13725490196078433
0.08177905308464849,0.1426256077795786,0.13651315789473684,0.12794117647058822
0.06790945406125166,0.10535117056856187,0.07310344827586207,0.12724550898203593
0.06485671191553545,0.09423347398030943,0.08379120879120878,0.0927694406548431
0.09024390243902439,0.1262002743484225,0.12170639899623588,0.1354642313546423
0.047038327526132406,0.11019736842105263,0.0893939393939394,0.09666666666666666
0.049079754601226995,0.08153078202995008,0.07180851063829788,0.08273894436519258
0.06201550387596899,0.08411214953271028,0.12125534950071326,0.08112094395280237
0.044956140350877194,0.10534351145038168,0.11835748792270531,0.08878504672897196
0.06613756613756613,0.10142630744849446,0.1029641185647426,0.11002785515320335
0.05912596401028278,0.10273972602739725,0.09787234042553192,0.09703947368421052
0.0586145648312611,0.08551483420593368,0.09156193895870736,0.1116751269035533
0.031988873435326845,0.1111111111111111,0.09129213483146068,0.0957983193277311
0.08449074074074074,0.10823170731707317,0.11860174781523096,0.12693935119887165
0.08812949640287769,0.07754442649434572,0.09602649006622517,0.10452418096723869
0.048,0.06504065040650407,0.06259097525473072,0.11675824175824176
0.06275579809004093,0.11801242236024845,0.0979020979020979,0.12135176651305683
0.03614457831325301,0.07208588957055215,0.07984031936127745,0.07714701601164484
0.0701058201058201,0.09103840682788052,0.08135593220338982,0.11548913043478261
0.07868383404864092,0.11432926829268293,0.08221476510067115,0.12091038406827881
0.0771055753262159,0.12832550860719874,0.08851674641148326,0.08229813664596274
0.05991440798858773,0.10107197549770292,0.07375886524822695,0.11061285500747384
0.08689024390243902,0.14774494556765164,0.10841654778887304,0.14264919941775836
0.08482676224611709,0.1062874251497006,0.07891332470892626,0.08931185944363104
0.09323116219667944,0.11267605633802817,0.11733333333333333,0.07868383404864092
0.041666666666666664,0.07535321821036106,0.05043227665706052,0.11177347242921014
0.06464379947229551,0.09105431309904154,0.11789181692094314,0.09078212290502793
0.044733044733044736,0.07035175879396985,0.09171597633136094,0.1025260029717682
0.09142053445850915,0.0911854103343465,0.11764705882352941,0.10810810810810811
0.05342465753424658,0.0794912559618442,0.07938718662952646,0.07759882869692533
0.08044554455445545,0.13343328335832083,0.12149532710280374,0.12903225806451613
0.059322033898305086,0.11638591117917305,0.10091743119266056,0.09517426273458444
0.06633165829145729,0.1262135922330097,0.08984830805134189,0.12357954545454546
0.04756380510440835,0.08466453674121406,0.09191176470588236,0.06685633001422475
0.06430868167202572,0.1011608623548922,0.07938931297709924,0.10086455331412104
0.051222351571594875,0.07792207792207792,0.10135970333745364,0.10564399421128799
0.06733167082294264,0.07922272047832586,0.11741935483870967,0.09217877094972067
0.06082725060827251,0.1255539143279173,0.0718954248366013,0.1076923076923077
0.07067510548523206,0.09149277688603531,0.1087962962962963,0.10393258426966293
0.056451612903225805,0.08615384615384615,0.07637906647807638,0.09922480620155039
0.05179282868525897,0.0946843853820598,0.10113960113960115,0.06303724928366762
0.06293706293706294,0.10866141732283464,0.09469153515064563,0.091324200913242
0.05201560468140442,0.10031347962382445,0.09591474245115453,0.1076158940397351
